Neuron1	Neuron2	Type	Nbr
HSNR	ASHR	Rp	1
PVPR	ASHR	Rp	1
PVPR	ASHR	Sp	1
RIAR	ASHR	Rp	2
RIFR	ASHR	Sp	2
RMGR	ASHR	Rp	2
RMGR	ASHR	Sp	1
AIBL	ASIL	R	1
AIYL	ASIL	Rp	2
AIZL	ASIL	Rp	1
ASER	ASIL	R	1
AIAL	ASIL	EJ	2
ASIR	ASIL	EJ	1
ASKL	ASIL	R	2
AWCL	ASIL	R	1
AWCL	ASIL	Rp	1
AWCR	ASIL	R	1
AWCR	ASIL	Rp	1
RIBL	ASIL	Rp	1
AIAL	ASIR	Rp	1
AIAR	ASIR	R	1
AIAR	ASIR	Rp	2
AIBR	ASIR	Rp	1
ASEL	ASIR	R	2
ASHR	ASIR	R	1
AIAR	ASIR	EJ	2
ASIL	ASIR	EJ	1
AWCL	ASIR	Rp	1
AWCR	ASIR	R	1
